priority_rank,content_id,client_id,rf_score,impressions_90d,days_since_last_update,avg_position,reason_code,recommended_action
11045,content_aabc843f346f,client_624b60c58c,0.6138348109558861,67,104,10.7,low_volume_deep_serp,monitor_or_prune
11046,content_d8063054a5a4,client_3fdba35f04,0.613782972542142,1260,104,13.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11047,content_d70f12056122,client_4e07408562,0.6137771982387373,1676,7,36.9,low_volume_deep_serp,monitor_or_prune
11048,content_aad51a201253,client_f74efabef1,0.6137318334346026,241,20,49.1,low_volume_deep_serp,monitor_or_prune
11049,content_2c14eac78ed6,client_f74efabef1,0.6137318334346026,733,20,41.7,low_volume_deep_serp,monitor_or_prune
11050,content_4e1831fc0f47,client_f74efabef1,0.6137318334346026,235,20,40.9,low_volume_deep_serp,monitor_or_prune
11051,content_c42c3746eeff,client_d029fa3a95,0.6137266901823404,88,20,7.4,low_volume_deep_serp,monitor_or_prune
11052,content_46daac72bec3,client_4e07408562,0.6137233347576013,2707,13,9.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11053,content_6e6694b67eb6,client_19581e27de,0.6136885769946163,1969,104,1.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11054,content_a869de96aa65,client_f369cb89fc,0.6136480706152344,62,20,37.2,low_volume_deep_serp,monitor_or_prune
11055,content_31b5676106af,client_8722616204,0.6136429249758941,56,20,8.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11056,content_75106b612e3d,client_d029fa3a95,0.6136237044866942,60,20,11.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11057,content_df5f16e4ed55,client_a88a7902cb,0.6136237044866942,59,20,10.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11058,content_7722b5a25503,client_d029fa3a95,0.6136237044866942,51,20,12.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11059,content_d0a0231a11a5,client_98a3ab7c34,0.613617278286203,15,1,23.7,low_volume_deep_serp,monitor_or_prune
11060,content_8f15424ec978,client_f74efabef1,0.6136141451711882,12,8,37.6,low_volume_deep_serp,monitor_or_prune
11061,content_ff65884e750a,client_f369cb89fc,0.6136046648833278,1824,20,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11062,content_7f03ffbf817a,client_6208ef0f77,0.6136003871990339,930,104,17.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11063,content_939b70207d30,client_9f14025af0,0.6135704480104441,695,20,80.5,low_volume_deep_serp,monitor_or_prune
11064,content_ca8f273a3e0a,client_4e07408562,0.6135433353734765,268,104,5.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11065,content_a6ca34ee4c5e,client_4e07408562,0.6135433353734765,224,104,8.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11066,content_ec61affb75f0,client_a88a7902cb,0.6135352600507786,1547,20,8.9,low_volume_deep_serp,monitor_or_prune
11067,content_465a6c203fe8,client_0b918943df,0.6134962032562303,38,20,10.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11068,content_a87f07530a71,client_d029fa3a95,0.6134744969746495,39,8,6.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11069,content_9029c9f20f02,client_19581e27de,0.6134384806288932,3841,104,8.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11070,content_c053690e7e3a,client_f369cb89fc,0.6134322215321436,53,20,12.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11071,content_9143ed7ec38b,client_8722616204,0.6133209433655344,19,104,8.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11072,content_1dc41e6b95ac,client_19581e27de,0.6133032498567867,7061,20,9.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11073,content_e31bcb95fda5,client_8527a891e2,0.613295314425055,17,98,5.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11074,content_774c59a3c60c,client_6208ef0f77,0.6132826224116428,8246,104,37.4,low_volume_deep_serp,monitor_or_prune
11075,content_21d71284cee6,client_a88a7902cb,0.6132784852540828,1665,20,7.8,low_volume_deep_serp,monitor_or_prune
11076,content_7787627ea8f2,client_8722616204,0.6132568712452634,9,8,12.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11077,content_7b280fe2ed8a,client_6208ef0f77,0.6132269143168348,965,104,27.6,low_volume_deep_serp,monitor_or_prune
11078,content_e00136c98eaf,client_19581e27de,0.6132232264113957,2596,104,5.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11079,content_ceb3d81daaff,client_8722616204,0.6132092913617558,8,8,8.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11080,content_2f51ca262e66,client_434c9b5ae5,0.6131925742852873,15,89,18.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11081,content_90e10153a72a,client_f369cb89fc,0.6131915193964784,6715,20,5.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11082,content_d115b5fa1a44,client_f74efabef1,0.613189970762244,12327,20,7.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11083,content_666322f6ad11,client_8722616204,0.6131868413947373,26,104,12.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11084,content_aef984d6c132,client_f74efabef1,0.6131861014890787,15617,20,6.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11085,content_a6ebdcfbd723,client_d029fa3a95,0.613169906874845,56,20,16.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11086,content_532d7a4e6b11,client_6208ef0f77,0.6131454714110454,1621,104,24.1,low_volume_deep_serp,monitor_or_prune
11087,content_38d75361615f,client_8527a891e2,0.6131067855283444,19,104,14.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11088,content_cd3dac79f7b2,client_19581e27de,0.6130980716162985,2084,104,6.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11089,content_2f116a1471f2,client_9400f1b21c,0.6130879561380048,55,20,5.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11090,content_4e86a482e5c1,client_19581e27de,0.6130539690913687,2543,104,3.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11091,content_7af68c6f2598,client_4e07408562,0.6130237091573272,620,104,4.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11092,content_d03335217ee7,client_4ec9599fc2,0.6129951977140131,48,104,6.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11093,content_c92d3e478d8a,client_19581e27de,0.6129318626919096,2909,104,7.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11094,content_71170f25432d,client_d029fa3a95,0.6129305223315822,61,20,12.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11095,content_46cf314d7658,client_f369cb89fc,0.612909667577111,224,20,9.6,low_volume_deep_serp,monitor_or_prune
11096,content_269ff4bbd081,client_8722616204,0.6128967190726244,58,104,18.8,low_volume_deep_serp,monitor_or_prune
11097,content_51d7d5901506,client_3fdba35f04,0.6128859674605978,3207,14,15.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11098,content_bdd34c6240f2,client_19581e27de,0.612856141665238,5189,20,2.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11099,content_5c5fab9d41e7,client_4e07408562,0.6128519439818101,1794,104,5.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11100,content_f73a78acccc3,client_6208ef0f77,0.6128511809670842,579,104,3.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11101,content_4db6aad3be8e,client_a88a7902cb,0.6128468102136161,621,20,13.6,low_volume_deep_serp,monitor_or_prune
11102,content_25387a750093,client_4ec9599fc2,0.612821179608619,315,104,8.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11103,content_b0dc4ea1540e,client_8722616204,0.6128091791680873,51,20,7.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11104,content_0aa2ea14561f,client_f74efabef1,0.6128033012950105,456,20,48.5,low_volume_deep_serp,monitor_or_prune
11105,content_4a7582bfb40c,client_349c41201b,0.6127871336642096,5444,20,16.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11106,content_4d2b03614ff5,client_6208ef0f77,0.6127827296554685,655,104,18.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11107,content_dcb529347579,client_19581e27de,0.6127530720809975,12512,104,1.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11108,content_f0af5cb75715,client_3fdba35f04,0.6127474792713836,38,14,48.1,low_volume_deep_serp,monitor_or_prune
11109,content_09fd5aa2c7d5,client_6208ef0f77,0.612729291370952,5135,104,8.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11110,content_8e7b754257df,client_6208ef0f77,0.612716029244796,45914,104,35.8,low_volume_deep_serp,monitor_or_prune
11111,content_3dc69da9b590,client_a88a7902cb,0.6127150829902049,2723,20,7.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11112,content_7908b381c1e8,client_f369cb89fc,0.6125980279436001,28,8,7.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11113,content_a0a18b72111a,client_6208ef0f77,0.612573200589898,511,104,16.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11114,content_7608d4b1fd0e,client_624b60c58c,0.6125628695403109,66,104,8.5,low_volume_deep_serp,monitor_or_prune
11115,content_90fbb97f99f4,client_8527a891e2,0.6125503912083815,18,103,11.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11116,content_0484bfc784fa,client_6208ef0f77,0.6125494367758607,5138,104,18.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11117,content_20e5fd15daaf,client_19581e27de,0.6125128225402368,4531,104,21.0,low_volume_deep_serp,monitor_or_prune
11118,content_1d29c837f4f7,client_f74efabef1,0.6125047405536463,32,8,14.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11119,content_e496b9b5c576,client_349c41201b,0.6124814804473504,6699,20,19.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11120,content_720bbfb9c4c9,client_f369cb89fc,0.6124616938223929,184,20,5.4,low_volume_deep_serp,monitor_or_prune
11121,content_92dfc8f4d69e,client_f369cb89fc,0.6124600758855607,93,20,5.7,low_volume_deep_serp,monitor_or_prune
11122,content_2430582ca782,client_6208ef0f77,0.6124200091421741,9783,26,19.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11123,content_9c17ba2e07fb,client_d029fa3a95,0.6123915801557298,103,20,8.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11124,content_d0cc5baa4995,client_19581e27de,0.612388413838554,83651,104,6.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11125,content_66bbdc2e2fca,client_8527a891e2,0.6123835855663134,1105,104,8.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11126,content_40d68dbbdee0,client_a88a7902cb,0.6123761508181548,28,8,32.8,low_volume_deep_serp,monitor_or_prune
11127,content_de5087a874a9,client_f369cb89fc,0.6123548859182947,54,20,3.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11128,content_5ed77d7c0dc1,client_d029fa3a95,0.6123517958387226,48,20,19.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11129,content_eda0e20d4956,client_f369cb89fc,0.6123455111478073,34,20,23.7,low_volume_deep_serp,monitor_or_prune
11130,content_e8c602e58a42,client_4ec9599fc2,0.6123449930988203,48,104,14.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11131,content_bd55a3c4881b,client_8527a891e2,0.6123033853104012,870,20,48.4,low_volume_deep_serp,monitor_or_prune
11132,content_c5b65d91f4c0,client_98a3ab7c34,0.6122960343744848,8,1,3.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11133,content_262ae9dd701a,client_98a3ab7c34,0.6122960343744848,8,1,3.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11134,content_44557b9dc693,client_6208ef0f77,0.6122889805700095,607,104,23.8,low_volume_deep_serp,monitor_or_prune
11135,content_a1f8fe3ed192,client_6208ef0f77,0.6122889805700095,511,104,15.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11136,content_729ef89db380,client_6208ef0f77,0.6121985011060026,1672,104,23.4,low_volume_deep_serp,monitor_or_prune
11137,content_faac6ea8b055,client_6208ef0f77,0.6121722298086889,1096,104,18.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11138,content_68815fc0cee8,client_8527a891e2,0.6121180195277638,21,103,13.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11139,content_d3028334450c,client_d029fa3a95,0.6121147921137504,36,8,22.1,low_volume_deep_serp,monitor_or_prune
11140,content_a023517539fe,client_6208ef0f77,0.6120918479427119,214047,20,85.8,low_volume_deep_serp,monitor_or_prune
11141,content_9d2a1effb4a8,client_a88a7902cb,0.6120561789287458,48,20,68.4,low_volume_deep_serp,monitor_or_prune
11142,content_47cfaff33c47,client_6208ef0f77,0.6120397790612632,20248,104,26.4,low_volume_deep_serp,monitor_or_prune
11143,content_dabc9953dae7,client_8527a891e2,0.612016806269935,317,104,8.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11144,content_3e53db8cbce1,client_6208ef0f77,0.612016806269935,256,104,7.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11145,content_bf738ccfd3ff,client_6208ef0f77,0.612016806269935,639,104,11.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11146,content_295186bc2d8e,client_6208ef0f77,0.612016806269935,259,104,7.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11147,content_01e2e8e99a29,client_19581e27de,0.6120125540622284,2543,104,5.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11148,content_1b13b870d7f1,client_6208ef0f77,0.6119890935440612,163,104,18.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11149,content_5a23c49c217e,client_f74efabef1,0.6119756888837502,29,8,30.2,low_volume_deep_serp,monitor_or_prune
11150,content_71d486ca9116,client_d029fa3a95,0.611966278673358,60,20,5.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11151,content_18368918809f,client_3fdba35f04,0.6119640258827487,5129,104,6.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11152,content_630a607a674d,client_6208ef0f77,0.611963338016303,572,104,15.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11153,content_e2b997fb1c03,client_6208ef0f77,0.611963338016303,908,104,16.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11154,content_330a9f2d60d6,client_624b60c58c,0.6119597441639505,26,104,11.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11155,content_92cad67c3827,client_d029fa3a95,0.6119246635491234,57,20,12.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11156,content_ddc8d3917101,client_6208ef0f77,0.6118863354266825,6055,104,23.3,low_volume_deep_serp,monitor_or_prune
11157,content_68929dd2821c,client_b4944c6ff0,0.6118706425647499,824,20,11.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11158,content_a706633c346b,client_19581e27de,0.6118661855754841,1441,104,7.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11159,content_a7ccfcf0b731,client_8722616204,0.6118482158199993,8,8,12.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11160,content_fdd550dbd802,client_3fdba35f04,0.611818315237044,17819,20,7.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11161,content_bf2c0c6c752b,client_6208ef0f77,0.6118143248236187,11130,20,14.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11162,content_3c9ac07c61ea,client_f74efabef1,0.6117934825859184,105,8,46.7,low_volume_deep_serp,monitor_or_prune
11163,content_a2ca0907ac61,client_f74efabef1,0.6117334868795706,5853,20,6.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11164,content_033324a75abe,client_6208ef0f77,0.6117079917300576,14180,104,12.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11165,content_72c5c2d73e5a,client_4e07408562,0.6117011028977544,2426,13,30.0,low_volume_deep_serp,monitor_or_prune
11166,content_e0d75feb7abb,client_6208ef0f77,0.6116801216371287,6489,104,29.3,low_volume_deep_serp,monitor_or_prune
11167,content_8046c4dc390d,client_a88a7902cb,0.61162033525257,68,28,9.4,low_volume_deep_serp,monitor_or_prune
11168,content_9c5cac171e63,client_8527a891e2,0.6115583845399979,21,92,10.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11169,content_bdc8fb19b65a,client_4ec9599fc2,0.6115555979188929,38,104,26.8,low_volume_deep_serp,monitor_or_prune
11170,content_1510b1313780,client_9400f1b21c,0.6115541658585404,28,20,5.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11171,content_ef2dd3a85644,client_19581e27de,0.6115291321349959,772,104,6.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11172,content_322d5d8d1a2f,client_8722616204,0.6115248753605811,49,20,12.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11173,content_1e445ab8e155,client_8527a891e2,0.6115171139654979,21,104,8.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11174,content_d867948ff9ab,client_d029fa3a95,0.6115159940141556,53,20,12.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11175,content_dffa1222ed82,client_d029fa3a95,0.6115159940141556,57,20,9.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11176,content_d020c3673ab0,client_d029fa3a95,0.6115159940141556,53,20,12.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11177,content_f58e588951ba,client_4e07408562,0.6114924949131256,7017,25,13.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11178,content_25c05ac8761a,client_19581e27de,0.611478681099728,3260,104,4.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11179,content_65fb42ca4bbe,client_6208ef0f77,0.6114736212069458,1627,104,6.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11180,content_03c42fc46004,client_19581e27de,0.6114681159938261,4256,104,2.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11181,content_2f95ac170c67,client_8722616204,0.6114326992240983,173,104,12.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11182,content_a2431246d04d,client_d029fa3a95,0.6114192291403477,48,20,10.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11183,content_7a93f748543a,client_a88a7902cb,0.6114092459420598,63,28,9.6,low_volume_deep_serp,monitor_or_prune
11184,content_172f49e4a936,client_6208ef0f77,0.6113983060188724,1794,104,3.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11185,content_21ce9e7b97fe,client_d029fa3a95,0.6113689499883573,28,8,10.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11186,content_2ec7394caeca,client_3fdba35f04,0.6113034388338949,10835,104,15.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11187,content_237e91e73901,client_19581e27de,0.611289719472947,329,20,23.0,low_volume_deep_serp,monitor_or_prune
11188,content_d8513b981f2c,client_d029fa3a95,0.6112730965182458,53,20,5.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11189,content_4e9506914350,client_d029fa3a95,0.6112293949881582,191,8,6.1,low_volume_deep_serp,monitor_or_prune
11190,content_6d0eb18ccc93,client_a88a7902cb,0.6111681055606749,135,20,32.0,low_volume_deep_serp,monitor_or_prune
11191,content_9848e9246b4d,client_6208ef0f77,0.6111398794169955,531,104,11.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11192,content_2c845935f9f1,client_8722616204,0.6111194260971818,21,8,8.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11193,content_683c8e72d5b5,client_f74efabef1,0.6110885722118146,106,20,46.8,low_volume_deep_serp,monitor_or_prune
11194,content_e037829ea12c,client_19581e27de,0.6110861646010373,555,104,13.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11195,content_6b56a0830317,client_0b918943df,0.6110531802157485,27,104,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11196,content_a3c75d2c28a2,client_a88a7902cb,0.6109793068789259,1759,20,10.3,low_volume_deep_serp,monitor_or_prune
11197,content_05c9843a9494,client_4ec9599fc2,0.6109790877222736,492,20,4.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11198,content_1cda9ca37c2d,client_6208ef0f77,0.6109626306530724,878,104,5.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11199,content_410697dea3ca,client_bbb965ab0c,0.6109343364614069,18769,15,6.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11200,content_e3bf40f57461,client_6208ef0f77,0.6109111681052192,348,104,7.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11201,content_84f914748acc,client_4e07408562,0.6109000301415209,1178,7,19.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11202,content_cece404a6ad9,client_a88a7902cb,0.6108962935240727,52,20,27.8,low_volume_deep_serp,monitor_or_prune
11203,content_705eaf24be22,client_f369cb89fc,0.610891553203227,616,8,8.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11204,content_32b7986093f9,client_6208ef0f77,0.610831427093898,18248,104,29.7,low_volume_deep_serp,monitor_or_prune
11205,content_4ceac9c673c8,client_f74efabef1,0.6108179985924097,70,20,35.1,low_volume_deep_serp,monitor_or_prune
11206,content_ee3ab1dfff01,client_6208ef0f77,0.6107332669938635,1299,104,22.0,low_volume_deep_serp,monitor_or_prune
11207,content_88ef52e84bc7,client_19581e27de,0.6107278610207773,1922,20,3.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11208,content_dd0f312e0b17,client_349c41201b,0.6107022915112611,1628,8,13.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11209,content_75cb56c0e4ad,client_6208ef0f77,0.6106597821928428,1339,20,11.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11210,content_eb1a9f0770b0,client_d029fa3a95,0.6106506312353412,37,8,10.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11211,content_36bcd657d001,client_624b60c58c,0.6106200162800518,6079,104,5.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11212,content_19882bd6373d,client_8527a891e2,0.6106034665746697,2999,104,9.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11213,content_9b8dd54adbfe,client_9400f1b21c,0.610598219323503,678,20,6.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11214,content_ea0098b266c0,client_6208ef0f77,0.610536902010449,731,104,45.4,low_volume_deep_serp,monitor_or_prune
11215,content_899a6bb90034,client_624b60c58c,0.6105219051637772,29,8,7.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11216,content_b2f93aab29e3,client_6208ef0f77,0.6105118674728643,9816,104,14.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11217,content_c25a97b1332c,client_98a3ab7c34,0.6104988983288209,26,1,24.8,low_volume_deep_serp,monitor_or_prune
11218,content_d11503e6595c,client_19581e27de,0.6104579630356982,461,104,10.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11219,content_0935eb70bb37,client_d029fa3a95,0.6104549854821235,48,20,7.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11220,content_995a6a2e2453,client_3fdba35f04,0.6104481850860263,82,104,11.7,low_volume_deep_serp,monitor_or_prune
11221,content_fdd309fcb944,client_19581e27de,0.6104018694140823,2611,104,7.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11222,content_9fdf161a11c3,client_f74efabef1,0.6103963142092017,13812,8,3.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11223,content_cb04c7a09b49,client_6208ef0f77,0.610390359831925,217,104,13.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11224,content_f064f51b3057,client_d029fa3a95,0.6103675974789589,35,20,5.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11225,content_bd9e508a940e,client_f369cb89fc,0.6103675974789589,33,20,7.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11226,content_5e2eda7398eb,client_f369cb89fc,0.6103675974789589,34,20,5.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11227,content_d12eedb1a1b2,client_349c41201b,0.6103383397451598,50,20,9.4,low_volume_deep_serp,monitor_or_prune
11228,content_6d394c6cb663,client_6208ef0f77,0.6102734454616622,31583,104,32.0,low_volume_deep_serp,monitor_or_prune
11229,content_deadc8ade557,client_6208ef0f77,0.6102364519452641,6423,104,21.3,low_volume_deep_serp,monitor_or_prune
11230,content_92ef883cfbdb,client_a88a7902cb,0.6102336015054958,153,20,9.1,low_volume_deep_serp,monitor_or_prune
11231,content_bfa3d6688324,client_d029fa3a95,0.6101993282039849,27,183,21.1,low_volume_deep_serp,monitor_or_prune
11232,content_c1c890f08d15,client_6208ef0f77,0.6101722166571524,387,104,36.6,low_volume_deep_serp,monitor_or_prune
11233,content_5495bd237770,client_f74efabef1,0.6101645222730511,4752,20,7.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11234,content_e8b57b7ded03,client_19581e27de,0.6101503098053642,1482,20,7.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11235,content_404626de3719,client_f74efabef1,0.6101168451578672,127,20,50.0,low_volume_deep_serp,monitor_or_prune
11236,content_c9b9c9e939d1,client_f369cb89fc,0.610101927550944,331,20,7.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11237,content_1354d42382ec,client_d029fa3a95,0.6100406512957357,56,20,9.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11238,content_0f86630d0269,client_d029fa3a95,0.6100406512957357,61,20,8.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11239,content_6af5ad0667df,client_19581e27de,0.6100334260095419,3743,20,7.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11240,content_f7f52ee380b2,client_19581e27de,0.6099895938798898,1360,20,2.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11241,content_ac40700fc389,client_19581e27de,0.6099840548308859,241,104,19.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11242,content_405bef7dc1ea,client_bbb965ab0c,0.6099783185748056,605,20,12.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
11243,content_29086306e0c3,client_a88a7902cb,0.6099606881673512,1130,20,10.9,low_volume_deep_serp,monitor_or_prune
11244,content_ae1e1a31bc64,client_6208ef0f77,0.6099141951193509,748,20,9.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
11245,content_2b996a489e28,client_f74efabef1,0.6099017845224391,184,20,55.6,low_volume_deep_serp,monitor_or_prune
11246,content_5d4f2ad2800f,client_f74efabef1,0.6099017845224391,232,20,56.1,low_volume_deep_serp,monitor_or_prune
11247,content_19a0ea97d3c9,client_8527a891e2,0.6098877004234527,19,104,5.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
11248,content_68c60a712a93,client_f369cb89fc,0.6098802222313726,7125,20,5.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
11249,content_4f465cf41f73,client_19581e27de,0.6098591878091043,2054,104,3.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
11250,content_9f9167bde500,client_8527a891e2,0.609811684431493,19,103,4.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
11251,content_a6889d56a86d,client_3fdba35f04,0.6098086242757268,25,104,50.0,low_volume_deep_serp,monitor_or_prune
11252,content_f73c677f90e7,client_d029fa3a95,0.6098035864107612,37,8,8.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
11253,content_a7da3b5b03ed,client_8527a891e2,0.609796388418734,56,20,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
11254,content_27441bff4885,client_349c41201b,0.6097902704094638,7170,20,19.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
11255,content_907688f36763,client_f369cb89fc,0.6097236894184648,11442,20,4.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
11256,content_80bd4559067d,client_6208ef0f77,0.6097021656075466,1802,104,27.0,low_volume_deep_serp,monitor_or_prune
