priority_rank,content_id,client_id,rf_score,impressions_90d,days_since_last_update,avg_position,reason_code,recommended_action
4358,content_92a5ce30b8f4,client_6208ef0f77,0.6851359562447077,2117,104,9.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4359,content_886649cf2f51,client_19581e27de,0.6851342144403781,640,104,21.4,low_volume_deep_serp,monitor_or_prune
4360,content_ceb2a4e185d5,client_19581e27de,0.6851342144403781,612,104,19.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4361,content_0797b2065787,client_f369cb89fc,0.6851224850506564,3335,8,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4362,content_fb5828d5d62f,client_f369cb89fc,0.6851044027147796,308,20,6.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4363,content_11d9fad3b4ba,client_6208ef0f77,0.6850833523078036,1388,20,16.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4364,content_e15068147154,client_f369cb89fc,0.6850833523078036,1994,20,15.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4365,content_519e151cbace,client_a88a7902cb,0.6850782940389673,176,28,58.2,low_volume_deep_serp,monitor_or_prune
4366,content_a4fbcd53c151,client_a88a7902cb,0.6850686991932163,93,28,4.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4367,content_f9ec06267b86,client_a88a7902cb,0.6850669482324259,148,28,73.1,low_volume_deep_serp,monitor_or_prune
4368,content_696c3cccc2e3,client_a88a7902cb,0.6850669482324259,154,28,75.6,low_volume_deep_serp,monitor_or_prune
4369,content_3134528e4999,client_bbb965ab0c,0.685064962134014,93,20,23.6,low_volume_deep_serp,monitor_or_prune
4370,content_f5e394d271f8,client_7f2253d7e2,0.6850633339523697,694,20,17.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4371,content_f9cf67126e03,client_f74efabef1,0.6850476378244779,640,20,21.5,low_volume_deep_serp,monitor_or_prune
4372,content_a4b66fdf978a,client_d029fa3a95,0.6850468232593317,623,20,9.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4373,content_25436ce3ebbc,client_8722616204,0.6850461715927519,377,8,8.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4374,content_be281f672a48,client_f74efabef1,0.6850461715927519,247,8,7.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4375,content_0011472f3d4e,client_7f2253d7e2,0.6850438266357568,3777,20,25.4,low_volume_deep_serp,monitor_or_prune
4376,content_54f5a3cf5fef,client_7f2253d7e2,0.6850364264640276,7376,20,29.5,low_volume_deep_serp,monitor_or_prune
4377,content_75f1b23268f3,client_d029fa3a95,0.6850257689402608,368,8,41.3,low_volume_deep_serp,monitor_or_prune
4378,content_fcad17154309,client_b4944c6ff0,0.6850230698530771,899,20,1.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4379,content_f91f29437c50,client_6208ef0f77,0.6850218961572629,996,20,11.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4380,content_a704340b0ac8,client_6208ef0f77,0.6850038698318278,673,104,35.6,low_volume_deep_serp,monitor_or_prune
4381,content_1edfb8639267,client_6208ef0f77,0.6849766949399263,10825,20,28.8,low_volume_deep_serp,monitor_or_prune
4382,content_c53fd87a2fa6,client_f369cb89fc,0.6849433217451504,7552,8,11.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4383,content_20b906f1681d,client_7f2253d7e2,0.6849365433857788,9612,20,26.5,low_volume_deep_serp,monitor_or_prune
4384,content_c6bcd1109516,client_b4944c6ff0,0.6849337872944515,7480,20,4.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4385,content_073f4b743e0f,client_6208ef0f77,0.6849335421322381,7666,104,20.3,low_volume_deep_serp,monitor_or_prune
4386,content_e6cabfb74494,client_3fdba35f04,0.6849297378770386,4772,20,14.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4387,content_d4ace252fc1b,client_6208ef0f77,0.6849258025402003,2952,104,34.2,low_volume_deep_serp,monitor_or_prune
4388,content_da01208f5c17,client_3fdba35f04,0.6849197849683377,799,19,2.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4389,content_a12d4a1e9a4b,client_4e07408562,0.6849175859099716,836,104,5.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4390,content_31d7975b0cb7,client_6208ef0f77,0.6849068523997515,5100,104,28.3,low_volume_deep_serp,monitor_or_prune
4391,content_c4ab6528d476,client_6208ef0f77,0.6849051805517395,2283,104,10.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4392,content_e243974e89dd,client_a88a7902cb,0.6848898823077469,942,20,21.1,low_volume_deep_serp,monitor_or_prune
4393,content_efce5533859f,client_f74efabef1,0.6848896567522925,2619,8,9.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4394,content_15b5365cc852,client_3fdba35f04,0.6848849822725169,399,104,37.6,low_volume_deep_serp,monitor_or_prune
4395,content_d498c2ff01b8,client_6208ef0f77,0.6848770734755115,5451,104,33.9,low_volume_deep_serp,monitor_or_prune
4396,content_034f7f73eae1,client_19581e27de,0.6848625173726332,6209,104,6.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4397,content_4b92ccb3588f,client_6208ef0f77,0.6848485657607586,1495,104,10.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4398,content_b238a9bdb82c,client_3fdba35f04,0.6848459192644772,11217,104,49.6,low_volume_deep_serp,monitor_or_prune
4399,content_6d0ad374ff3a,client_6208ef0f77,0.6848268569247487,5673,104,29.0,low_volume_deep_serp,monitor_or_prune
4400,content_b2a6bd1b302a,client_8527a891e2,0.6848134335846455,2908,92,82.6,low_volume_deep_serp,monitor_or_prune
4401,content_0507ad2b8562,client_6208ef0f77,0.6847985831670128,4209,104,7.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4402,content_dd67c8aed1a8,client_3fdba35f04,0.6847868287290089,278,104,20.6,low_volume_deep_serp,monitor_or_prune
4403,content_1daa4a437267,client_6208ef0f77,0.6847659039386518,1718,104,30.3,low_volume_deep_serp,monitor_or_prune
4404,content_7b64616292c6,client_6208ef0f77,0.6847504375520543,3215,104,19.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4405,content_2e244ff1b58f,client_624b60c58c,0.6847423183197863,394,104,10.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4406,content_5e432ba8619a,client_a88a7902cb,0.6847352234966851,71,28,41.0,low_volume_deep_serp,monitor_or_prune
4407,content_ddaafc0c75a4,client_6208ef0f77,0.6847287300848264,7465,104,24.5,low_volume_deep_serp,monitor_or_prune
4408,content_a653470d307b,client_7f2253d7e2,0.6847216355550355,5175,20,11.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4409,content_5ab07c6566b4,client_7f2253d7e2,0.6847191556548228,8617,20,3.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4410,content_b14d7b354fca,client_6208ef0f77,0.6847028959736202,3243,104,23.1,low_volume_deep_serp,monitor_or_prune
4411,content_2b4a520964b1,client_6208ef0f77,0.6847028959736202,1835,104,27.1,low_volume_deep_serp,monitor_or_prune
4412,content_fcd761ce4aea,client_f74efabef1,0.6846842235093951,3190,20,12.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4413,content_579447dfc134,client_8722616204,0.6846731502903665,208,8,9.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4414,content_0545449225eb,client_8722616204,0.6846731502903665,165,8,9.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4415,content_631f38802ec3,client_6208ef0f77,0.6846703044243131,16219,104,31.0,low_volume_deep_serp,monitor_or_prune
4416,content_6e098546a7a2,client_19581e27de,0.6846641558433683,10575,104,1.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4417,content_10e5b963e3cc,client_6208ef0f77,0.6846594184415111,1847,104,14.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4418,content_4f4baf5fcb8c,client_f369cb89fc,0.6846551797787161,367,20,30.0,low_volume_deep_serp,monitor_or_prune
4419,content_df14050f065a,client_19581e27de,0.6846354592770405,456,20,27.5,low_volume_deep_serp,monitor_or_prune
4420,content_a4cd54c0a5f1,client_3fdba35f04,0.6846188603551749,416,20,10.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4421,content_baebed7147bb,client_6208ef0f77,0.6846026212312549,1629,104,17.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4422,content_ad3389beec5f,client_19581e27de,0.6845778201204152,607,104,13.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4423,content_9f180a1406cc,client_8722616204,0.6845768014752607,347,8,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4424,content_c85afe420b13,client_6208ef0f77,0.6845703045185781,186,20,14.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4425,content_0511903a06f5,client_6208ef0f77,0.684569219507804,3982,104,21.1,low_volume_deep_serp,monitor_or_prune
4426,content_527d09d905c6,client_4e07408562,0.6845644044135477,4262,25,10.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4427,content_79bf16aa1098,client_a88a7902cb,0.6845396665899625,168,20,15.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4428,content_4502d92f4476,client_6208ef0f77,0.6845134918287736,232,20,18.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4429,content_0494110f7b45,client_6208ef0f77,0.6845134918287736,193,20,24.8,low_volume_deep_serp,monitor_or_prune
4430,content_20a4da57d642,client_7f2253d7e2,0.6844967574810289,786,20,39.0,low_volume_deep_serp,monitor_or_prune
4431,content_27a9abf3684f,client_f369cb89fc,0.6844793901035409,2416,8,17.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4432,content_61d890c812cb,client_6208ef0f77,0.6844721202806521,1849,104,25.9,low_volume_deep_serp,monitor_or_prune
4433,content_336d0fba6439,client_6208ef0f77,0.6844565813481956,11181,104,36.5,low_volume_deep_serp,monitor_or_prune
4434,content_a8864e189b2e,client_d029fa3a95,0.6844464587110569,163,8,6.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4435,content_f1827cbe5a21,client_6208ef0f77,0.6844438376420174,1533,104,10.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4436,content_3b25b95df47a,client_4e07408562,0.6844280028324046,9211,25,7.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4437,content_32b4a4b67d63,client_8722616204,0.6844217481949564,72,104,12.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4438,content_09fcbb8f3e82,client_f74efabef1,0.6844113702654869,219,8,5.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4439,content_ecbe645e3fec,client_3fdba35f04,0.6844015259816468,1511,19,5.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4440,content_de66aa33332a,client_3fdba35f04,0.6843926082651249,1750,104,27.7,low_volume_deep_serp,monitor_or_prune
4441,content_436a543fd320,client_6208ef0f77,0.6843713621629124,2589,104,24.0,low_volume_deep_serp,monitor_or_prune
4442,content_ededda6ae161,client_f74efabef1,0.6843627313752197,3770,20,3.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4443,content_5a8842185314,client_f369cb89fc,0.684360847227543,197,20,12.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4444,content_934d4aab9566,client_a88a7902cb,0.684360847227543,520,20,10.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4445,content_c4dc60b11342,client_a88a7902cb,0.684360847227543,305,20,10.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4446,content_83be0494c955,client_f74efabef1,0.6843376178701145,868,8,13.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4447,content_1e875a716604,client_19581e27de,0.6843287900130939,2702,104,4.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4448,content_a451a30f3920,client_19581e27de,0.6843202317661167,11926,104,4.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4449,content_ced89f55ca12,client_f369cb89fc,0.6843155482462628,731,20,20.3,low_volume_deep_serp,monitor_or_prune
4450,content_98a6d89c4fce,client_3fdba35f04,0.6843000478071467,488,104,14.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4451,content_d1b0919ed4ae,client_6208ef0f77,0.6842995551380507,6799,104,34.6,low_volume_deep_serp,monitor_or_prune
4452,content_d79526b7eb95,client_8527a891e2,0.6842538046051613,3013,103,61.1,low_volume_deep_serp,monitor_or_prune
4453,content_51a87e64469f,client_6208ef0f77,0.6842534921642729,931,104,11.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4454,content_6430c384931f,client_f369cb89fc,0.6842436733137228,366,20,2.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4455,content_8cbda3f608d0,client_349c41201b,0.6842436733137228,866,20,1.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4456,content_bed8bc8b87a0,client_19581e27de,0.6842436733137228,377,20,3.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4457,content_ed65b2e130c6,client_f369cb89fc,0.6842436733137228,268,20,2.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4458,content_a7297348bbf7,client_d029fa3a95,0.6842381592523392,187,20,18.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4459,content_d60fe6dc0d5e,client_6208ef0f77,0.6842130195247433,3442,104,17.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4460,content_3e244f03f11b,client_6208ef0f77,0.684198786321886,2733,20,2.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4461,content_8c4f012412a9,client_6208ef0f77,0.684198786321886,2651,20,2.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4462,content_97566ecc18cf,client_19581e27de,0.6841843710358053,9896,20,6.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4463,content_0921985d4f41,client_f369cb89fc,0.6841768464167322,108,20,2.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4464,content_ac264a12ff18,client_d029fa3a95,0.6841532356575866,117,8,10.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4465,content_81e0dfd4c3cc,client_b4944c6ff0,0.6841518362819174,720,20,1.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4466,content_8f1307a84369,client_6208ef0f77,0.6841385590190245,71,104,7.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4467,content_b05c53a3e2da,client_7f2253d7e2,0.6841139950654729,2685,20,22.8,low_volume_deep_serp,monitor_or_prune
4468,content_8fb61b53cd3c,client_d029fa3a95,0.6840912223291415,246,20,12.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4469,content_4e47036c4e87,client_6208ef0f77,0.6840709035877055,14865,104,15.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4470,content_e22fb1f48eac,client_6208ef0f77,0.684069004339706,773,20,5.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4471,content_81daf6da2ed4,client_8527a891e2,0.6840578378073312,755,104,32.3,low_volume_deep_serp,monitor_or_prune
4472,content_4f899b04fb37,client_a88a7902cb,0.6840569865259063,284,28,63.1,low_volume_deep_serp,monitor_or_prune
4473,content_4bca9767e11c,client_a88a7902cb,0.6840432819766293,352,20,14.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4474,content_e377951d052c,client_6208ef0f77,0.6840428503880998,3538,104,14.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4475,content_41538bdb1b1e,client_bdd2d3af3a,0.6840417526883263,205,8,7.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4476,content_6596b1355bab,client_4e07408562,0.6840305828424599,2833,104,30.9,low_volume_deep_serp,monitor_or_prune
4477,content_7820947b2365,client_3fdba35f04,0.6840255184786992,1580,104,8.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4478,content_bc24d205e378,client_19581e27de,0.6840245685444668,9955,20,2.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4479,content_1428f41f35ab,client_7f2253d7e2,0.6840164750652715,1350,20,4.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4480,content_08f4fab82371,client_3fdba35f04,0.6840121105623522,2378,104,12.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4481,content_0812cf599769,client_349c41201b,0.6840093095063948,959,20,9.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4482,content_e326e4c69a22,client_3fdba35f04,0.6839652296520614,1532,20,13.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4483,content_035aa1e4a834,client_6208ef0f77,0.6839610820846144,4448,104,16.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4484,content_e9f804c0d4ea,client_f74efabef1,0.6839599224826998,1091,20,10.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4485,content_e3987147c9b5,client_6208ef0f77,0.6839428245587612,3622,104,23.4,low_volume_deep_serp,monitor_or_prune
4486,content_d4f399323c0d,client_f74efabef1,0.6839054655362463,54,105,23.4,low_volume_deep_serp,monitor_or_prune
4487,content_461415b14c83,client_f369cb89fc,0.6838941742006688,125,8,4.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4488,content_6f5cf7383fb9,client_a88a7902cb,0.6838836735400723,121,20,17.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4489,content_954e7ffcce78,client_6208ef0f77,0.6838600481100887,817,104,36.9,low_volume_deep_serp,monitor_or_prune
4490,content_8094eccaeb0a,client_f369cb89fc,0.6838567643005162,14419,20,9.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4491,content_b430766c20c5,client_bdd2d3af3a,0.6838523826474606,183,8,6.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4492,content_4117f561767d,client_f369cb89fc,0.6838523826474606,366,8,4.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4493,content_d4786a3f7544,client_6208ef0f77,0.6838458728785026,7508,104,21.9,low_volume_deep_serp,monitor_or_prune
4494,content_98a1e72597ca,client_6208ef0f77,0.6838444582353983,618,104,8.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4495,content_74f03508ac6e,client_a88a7902cb,0.6838439810706283,118,28,7.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4496,content_fda51144beed,client_7f2253d7e2,0.6838211373056486,6603,20,27.8,low_volume_deep_serp,monitor_or_prune
4497,content_0cf67ec37ab8,client_f74efabef1,0.6837972278004956,767,8,3.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4498,content_ea379287633b,client_6208ef0f77,0.6837916075163691,38542,104,33.4,low_volume_deep_serp,monitor_or_prune
4499,content_2f5a4348086b,client_7f2253d7e2,0.6837828318364246,438,20,21.1,low_volume_deep_serp,monitor_or_prune
4500,content_fdd181dad5bf,client_6208ef0f77,0.6837742911250214,2933,20,50.7,low_volume_deep_serp,monitor_or_prune
4501,content_a6b8c4fb779b,client_f369cb89fc,0.6837731690130566,56,88,6.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4502,content_9a5b8476eb7b,client_f369cb89fc,0.683766638374818,1805,106,9.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4503,content_d84b94d40afd,client_d029fa3a95,0.6837231910821131,103,20,8.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4504,content_35cc533f1bcb,client_f369cb89fc,0.6837135023986428,1285,8,2.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4505,content_d30ca0183536,client_bbb965ab0c,0.6836983348004105,1615,20,13.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4506,content_f0506467dea6,client_a88a7902cb,0.6836870944785405,92,28,8.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4507,content_38b3f0575991,client_f74efabef1,0.6836527785444847,3754,20,8.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4508,content_04af129f82f2,client_a88a7902cb,0.6836457855189318,94,28,46.5,low_volume_deep_serp,monitor_or_prune
4509,content_3c71365f0381,client_19581e27de,0.6836444522516547,4916,20,8.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4510,content_e3e3979ecbbf,client_19581e27de,0.6836241929336411,5541,20,12.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4511,content_519c47c1b453,client_6208ef0f77,0.683615937828773,4258,104,45.3,low_volume_deep_serp,monitor_or_prune
4512,content_a2ec833afc05,client_3fdba35f04,0.6836156412912869,1435,14,14.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4513,content_2c089ab16a13,client_6208ef0f77,0.68361368254243,197,104,8.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4514,content_7bba5d83959a,client_7f2253d7e2,0.6835668382823907,2724,106,10.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4515,content_50746f6e95de,client_3fdba35f04,0.6835651182126062,5902,26,24.6,low_volume_deep_serp,monitor_or_prune
4516,content_4a397aac5c59,client_6208ef0f77,0.6835371591317342,1109,104,9.5,striking_distance_ctr_gap,title_meta_ctr_rewrite
4517,content_ad561001d2ee,client_6208ef0f77,0.6835371591317342,1090,104,10.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4518,content_fc2c801a737b,client_6208ef0f77,0.6835371591317342,1027,104,9.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4519,content_2ce09ee760d6,client_f74efabef1,0.6835233571090469,3752,20,5.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4520,content_b6a9a57c7acf,client_a88a7902cb,0.6835205309431952,172,8,6.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4521,content_588c2b50625f,client_6208ef0f77,0.6835178682003771,8166,104,31.0,low_volume_deep_serp,monitor_or_prune
4522,content_4cd4de97b693,client_6208ef0f77,0.6834864970717569,9781,104,11.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4523,content_9a033452736f,client_3fdba35f04,0.6834509217807558,275,41,18.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4524,content_a42b1ad6ee0f,client_7f2253d7e2,0.6834437992527232,683,20,10.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4525,content_c24d2ebc3816,client_f369cb89fc,0.6834179870205306,330,20,27.6,low_volume_deep_serp,monitor_or_prune
4526,content_e06a98b9b38b,client_8527a891e2,0.6833962792855028,73,104,36.8,low_volume_deep_serp,monitor_or_prune
4527,content_bf9bc923121e,client_a88a7902cb,0.6833917725157215,299,8,6.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4528,content_5a10e3c2068b,client_f74efabef1,0.6833917725157215,236,8,6.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4529,content_4a49fd5be673,client_6208ef0f77,0.6833879537623291,1874,20,2.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4530,content_4f3a9128e517,client_6208ef0f77,0.6833864302387983,3210,104,9.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4531,content_0e3323cce5c4,client_f369cb89fc,0.6833780969390131,433,20,16.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4532,content_77ea90a12c88,client_3fdba35f04,0.6833670838310291,1669,20,33.5,low_volume_deep_serp,monitor_or_prune
4533,content_dea4d2b42e00,client_6208ef0f77,0.6833557518164252,10284,104,25.7,low_volume_deep_serp,monitor_or_prune
4534,content_12dc50da4b5e,client_3fdba35f04,0.6833529283308384,1278,104,5.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4535,content_c57e62649093,client_3fdba35f04,0.683343231803434,3012,104,9.6,striking_distance_ctr_gap,title_meta_ctr_rewrite
4536,content_8fb79a8290e8,client_a88a7902cb,0.6833336174740261,323,20,17.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4537,content_c1b4fafbe18b,client_6208ef0f77,0.6833165771566118,6319,104,26.9,low_volume_deep_serp,monitor_or_prune
4538,content_5ec56aadad36,client_6208ef0f77,0.6833165771566118,6095,104,21.9,low_volume_deep_serp,monitor_or_prune
4539,content_253e7769f591,client_d029fa3a95,0.683315241788423,853,20,25.3,low_volume_deep_serp,monitor_or_prune
4540,content_72b6e81877f7,client_6208ef0f77,0.6833101005470005,7564,104,32.3,low_volume_deep_serp,monitor_or_prune
4541,content_c5788a4e2824,client_6208ef0f77,0.6833101005470005,8614,104,31.2,low_volume_deep_serp,monitor_or_prune
4542,content_c4e5f95e129e,client_f369cb89fc,0.683296992588141,748,20,9.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4543,content_4c738c0e3278,client_a88a7902cb,0.6832964745875708,404,28,67.9,low_volume_deep_serp,monitor_or_prune
4544,content_7abdb20a1cbe,client_d029fa3a95,0.6832866520593004,198,20,16.3,striking_distance_ctr_gap,title_meta_ctr_rewrite
4545,content_bdf2f44cc22f,client_d029fa3a95,0.6832866520593004,283,20,20.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4546,content_6123a2ea1522,client_6208ef0f77,0.6832842664357943,2208,104,29.2,low_volume_deep_serp,monitor_or_prune
4547,content_e9cc09b619e7,client_6208ef0f77,0.6832842664357943,3500,104,29.4,low_volume_deep_serp,monitor_or_prune
4548,content_8066a5202ee5,client_f369cb89fc,0.6832749654814892,1181,20,15.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4549,content_e348b1dda5aa,client_6208ef0f77,0.6832710504927497,10392,104,24.8,low_volume_deep_serp,monitor_or_prune
4550,content_c01efc6bf8fb,client_6208ef0f77,0.6832581514960985,14717,104,27.3,low_volume_deep_serp,monitor_or_prune
4551,content_c0b3b7319635,client_a88a7902cb,0.683231724052981,136,28,12.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4552,content_9ae38c06d095,client_6208ef0f77,0.6832238321050235,1931,20,14.8,striking_distance_ctr_gap,title_meta_ctr_rewrite
4553,content_ca1066968a19,client_a88a7902cb,0.6832109066211826,1004,20,19.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4554,content_4139bbf07c8d,client_6208ef0f77,0.6832109019426414,2137,104,27.1,low_volume_deep_serp,monitor_or_prune
4555,content_249d1895d889,client_a88a7902cb,0.6832088534906926,278,28,36.8,low_volume_deep_serp,monitor_or_prune
4556,content_eb4c8f7b7466,client_a88a7902cb,0.6831913903354259,80,28,10.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4557,content_41dd7803de3b,client_a88a7902cb,0.6831465243238725,9560,20,13.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4558,content_9ddb96109533,client_a88a7902cb,0.6831450852080629,7651,20,6.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4559,content_42d12eda1f7f,client_6208ef0f77,0.6831193397442732,4258,104,43.2,low_volume_deep_serp,monitor_or_prune
4560,content_59fefa16334a,client_a88a7902cb,0.6831160250063842,465,20,18.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4561,content_1ad241fb521a,client_b4944c6ff0,0.6831117733930602,4391,8,1.1,striking_distance_ctr_gap,title_meta_ctr_rewrite
4562,content_d4b3654d7544,client_6208ef0f77,0.6831085345105552,1034,104,5.2,striking_distance_ctr_gap,title_meta_ctr_rewrite
4563,content_44bbb758f3a2,client_3fdba35f04,0.6831060000524305,6507,20,10.7,striking_distance_ctr_gap,title_meta_ctr_rewrite
4564,content_b6e5be93fa06,client_a88a7902cb,0.6831047525007865,292,28,51.1,low_volume_deep_serp,monitor_or_prune
4565,content_a8cefae22b92,client_6208ef0f77,0.683090811717809,2816,104,14.4,striking_distance_ctr_gap,title_meta_ctr_rewrite
4566,content_b7da04714513,client_6208ef0f77,0.6830823873593342,2746,104,14.9,striking_distance_ctr_gap,title_meta_ctr_rewrite
4567,content_025b438e8c4b,client_6208ef0f77,0.6830708472294726,5424,104,10.0,striking_distance_ctr_gap,title_meta_ctr_rewrite
4568,content_967fd0a24dc0,client_6208ef0f77,0.6830645522202655,1778,104,26.0,low_volume_deep_serp,monitor_or_prune
4569,content_ed1d32ab375d,client_6208ef0f77,0.6830520690900318,19989,104,26.1,low_volume_deep_serp,monitor_or_prune
