rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
13335,content_7b15ac91c741,client_19581e27de,8533,104,8.8,0.09,0.0,page_one_decay_risk,title_meta_rewrite,0
13336,content_06c9e2bd13ef,client_3fdba35f04,3261,14,6.2,0.83,0.0,general_monitoring,monitor_performance,1
13337,content_f203a581de3d,client_f74efabef1,24242,20,10.0,0.02,0.0,low_ctr_visible_page,title_meta_rewrite,1
13338,content_9992603441ba,client_19581e27de,8624,20,6.8,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13339,content_9bdb245f1b43,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13340,content_61e5231507c7,client_6208ef0f77,255,104,34.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13341,content_5fbac34e211b,client_19581e27de,384,20,8.6,0.26,0.0,general_monitoring,title_meta_rewrite,1
13342,content_9bab10667e8a,client_e629fa6598,607,22,25.1,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
13343,content_02ad3c63c3cf,client_6208ef0f77,206,104,27.3,0.97,0.0,general_monitoring,monitor_performance,0
13344,content_36bcd657d001,client_624b60c58c,6079,104,5.2,0.25,0.0,page_one_decay_risk,title_meta_rewrite,1
13345,content_0f17f64a6c72,client_3fdba35f04,240,104,13.4,0.42,0.0,general_monitoring,title_meta_rewrite,1
13346,content_cabb209b196f,client_19581e27de,1541,22,18.6,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
13347,content_6b0d46f0b517,client_349c41201b,4938,20,12.1,0.67,0.0,general_monitoring,monitor_performance,1
13348,content_b1be68c7a320,client_19581e27de,107,22,38.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13349,content_04a59b673938,client_19581e27de,76,22,55.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13350,content_7fef058be9e8,client_19581e27de,332,22,41.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
13351,content_8f9e8700a919,client_19581e27de,2952,22,9.5,0.81,0.0,general_monitoring,monitor_performance,0
13352,content_b2df0dc998b5,client_6208ef0f77,5207,104,23.4,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
13353,content_fa8f03d041d5,client_6208ef0f77,12883,104,26.0,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
13354,content_45b983de43bf,client_6208ef0f77,184,104,22.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
13355,content_acdd2dbada0b,client_d4735e3a26,59,20,4.6,1.69,0.0,general_monitoring,monitor_performance,0
13356,content_03b0026dc518,client_4ec9599fc2,11,20,4.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13357,content_16a73fa3a0e3,client_4e07408562,757,104,4.6,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13358,content_36641a59ce1a,client_98a3ab7c34,6,1,7.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13359,content_0288882479c9,client_19581e27de,5798,22,3.6,0.83,0.0,general_monitoring,monitor_performance,0
13360,content_e61f3ae17a12,client_f369cb89fc,1082,20,28.9,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,1
13361,content_e2ac7c1069a6,client_19581e27de,664,104,6.3,0.3,0.0,page_one_decay_risk,title_meta_rewrite,1
13362,content_1a47f735791e,client_f369cb89fc,7950,8,5.2,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
13363,content_e8b7fde73e63,client_19581e27de,15846,104,5.9,0.25,0.0,page_one_decay_risk,title_meta_rewrite,0
13364,content_1640aadea06f,client_e29c9c180c,2,20,1.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13365,content_451118cef0ac,client_4e07408562,3774,14,21.6,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
13366,content_59e87242d842,client_19581e27de,40,22,35.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
13367,content_ffe06d0d8008,client_19581e27de,3739,20,11.3,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
13368,content_3d5701589652,client_2c624232cd,1109,11,9.0,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,0
13369,content_937a96f2f552,client_19581e27de,4231,104,10.3,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
13370,content_edb7ea9ad4d3,client_19581e27de,367,22,9.5,0.27,0.0,general_monitoring,title_meta_rewrite,1
13371,content_05e9b4cd9ccf,client_6208ef0f77,179002,104,22.1,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
13372,content_156ef5df1219,client_a88a7902cb,12,28,12.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
13373,content_32b5cefc57a7,client_f369cb89fc,196,20,4.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13374,content_c1485132b0ab,client_19581e27de,25173,104,3.5,0.65,0.0,page_one_decay_risk,monitor_performance,0
13375,content_eed9519bc256,client_19581e27de,596,104,43.2,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13376,content_e4548ffbc7dd,client_19581e27de,6293,104,4.0,0.13,0.0,page_one_decay_risk,title_meta_rewrite,1
13377,content_558003e14599,client_6208ef0f77,235,104,9.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13378,content_9d6ade9c60de,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13379,content_8707338e76a6,client_8722616204,38,104,9.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13380,content_baa7be95655c,client_b4944c6ff0,114,20,5.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13381,content_5942b0ff812b,client_8527a891e2,21,20,68.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
13382,content_cfbb20d73437,client_6208ef0f77,2999,104,31.9,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
13383,content_671329ba5d32,client_bbb965ab0c,845,20,22.5,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,0
13384,content_e1f31500af98,client_d029fa3a95,125,20,10.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
13385,content_d9dfddab4875,client_bbb965ab0c,1552,20,8.7,0.64,0.0,general_monitoring,monitor_performance,1
13386,content_6d886bbade6f,client_19581e27de,128,22,12.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13387,content_a7c517d7dc59,client_6208ef0f77,2261,104,25.1,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,0
13388,content_7b6722b12c0e,client_3fdba35f04,5210,20,7.7,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,0
13389,content_dbd3feba311f,client_19581e27de,312,22,14.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13390,content_4dc2c9e3f748,client_4e07408562,4548,13,31.1,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,1
13391,content_80e6b1b7b08e,client_d029fa3a95,41,20,8.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
13392,content_531e73657125,client_4ec9599fc2,1,104,8.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
13393,content_bd8a731d8352,client_3fdba35f04,2802,20,13.7,0.25,0.0,low_ctr_visible_page,title_meta_rewrite,1
13394,content_e75a4c8dcaf1,client_f369cb89fc,23,20,5.2,4.35,0.0,general_monitoring,monitor_performance,0
13395,content_211fbf1c50dc,client_f74efabef1,5154,20,10.6,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
13396,content_11b610735193,client_19581e27de,1008,104,11.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13397,content_5d01e2a93be7,client_e629fa6598,295,22,18.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13398,content_905b3fda18c9,client_349c41201b,2496,20,7.3,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
13399,content_8636ae50d949,client_2c624232cd,996,22,77.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13400,content_b300e6b84a9f,client_e629fa6598,10,20,7.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13401,content_25ff6043653f,client_8527a891e2,36,98,10.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
13402,content_2a3cbbddfc15,client_19581e27de,4314,22,3.4,0.76,0.0,general_monitoring,monitor_performance,0
13403,content_1f532f6e84d2,client_19581e27de,2703,22,17.8,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
13404,content_435707fd8edd,client_19581e27de,387,22,16.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
13405,content_db499a36bfa5,client_4e07408562,13271,25,11.6,0.32,0.0,low_ctr_visible_page,title_meta_rewrite,1
13406,content_c97f35707e0d,client_349c41201b,16865,20,7.0,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
13407,content_695691ba12e5,client_19581e27de,169,22,12.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13408,content_9b6444addb57,client_349c41201b,3066,20,14.4,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,0
13409,content_1fcae6efc134,client_19581e27de,163,104,27.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
13410,content_4e658a59c333,client_3fdba35f04,199,104,2.1,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13411,content_8595ead1ab49,client_6208ef0f77,2122,104,12.0,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
13412,content_6e1632efb058,client_f369cb89fc,253,20,4.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
13413,content_660c4d01a56d,client_6208ef0f77,7657,104,16.3,0.57,0.0,general_monitoring,monitor_performance,0
13414,content_1888b326e204,client_6208ef0f77,2600,104,18.4,0.35,0.0,low_ctr_visible_page,title_meta_rewrite,1
13415,content_a15c768760bd,client_f369cb89fc,10,8,9.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13416,content_7765c3246206,client_8527a891e2,1,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13417,content_39381b88959f,client_a88a7902cb,2,20,3.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13418,content_ec184884cd1e,client_f74efabef1,4,8,25.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13419,content_b0c0d74ebb10,client_6208ef0f77,11564,104,9.1,0.21,0.0,page_one_decay_risk,title_meta_rewrite,1
13420,content_26cf459dc4a6,client_f369cb89fc,6,8,6.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13421,content_09bd0449a328,client_349c41201b,4144,8,42.4,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13422,content_047a51626131,client_d029fa3a95,34,20,7.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13423,content_ce2f72282bfa,client_e629fa6598,33,20,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
13424,content_6696c433d61f,client_a88a7902cb,250,28,66.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13425,content_650ebaf394bb,client_f369cb89fc,19,20,0.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
13426,content_30f09b686230,client_6208ef0f77,8841,20,45.2,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
13427,content_b2677d6af4ae,client_2c624232cd,7,22,8.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13428,content_754f60740fb5,client_8527a891e2,56,103,4.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13429,content_dbab9882b828,client_3fdba35f04,10646,20,5.1,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,1
13430,content_dc4aa707636e,client_4e07408562,5941,25,7.6,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,1
13431,content_90581679d3ea,client_19581e27de,18005,20,7.4,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
13432,content_fb6cf7be0248,client_d029fa3a95,192,8,8.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
13433,content_a1e65051acf3,client_f369cb89fc,76,20,12.4,1.32,0.0,general_monitoring,monitor_performance,1
13434,content_b8c492350d06,client_f369cb89fc,305,20,3.9,0.66,0.0,general_monitoring,monitor_performance,1
13435,content_657a7f099d94,client_6208ef0f77,503,20,3.3,0.6,0.0,general_monitoring,monitor_performance,1
13436,content_d61a79f50628,client_19581e27de,346,20,7.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13437,content_acbe561cb19d,client_4ec9599fc2,481,20,5.1,2.08,0.0,general_monitoring,monitor_performance,1
13438,content_4107eef649fc,client_349c41201b,1494,20,27.5,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,0
13439,content_a9f0e247861c,client_19581e27de,2217,104,15.2,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13440,content_ea2a4cd53fce,client_349c41201b,426,20,6.7,0.23,0.0,general_monitoring,title_meta_rewrite,1
13441,content_70fc95cfe18b,client_6208ef0f77,163,104,14.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13442,content_05ee7669ef1c,client_bbb965ab0c,20472,15,6.2,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
13443,content_de365ef3ab06,client_4e07408562,247,13,18.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
13444,content_f2f6b8557f32,client_d4735e3a26,2,20,27.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13445,content_c5b026e42bf6,client_4ec9599fc2,27,20,22.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13446,content_6d772c85e856,client_e629fa6598,291,22,28.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
13447,content_e60825c13706,client_19581e27de,1342,22,6.3,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
13448,content_f2f27ac7fcdd,client_d4735e3a26,138,20,4.6,10.87,0.0,general_monitoring,monitor_performance,0
13449,content_62e38b517714,client_19581e27de,1626,104,7.2,0.49,0.0,page_one_decay_risk,title_meta_rewrite,0
13450,content_57fd560f5dcd,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13451,content_23db48843cb2,client_19581e27de,19481,22,4.0,0.68,0.0,general_monitoring,monitor_performance,0
13452,content_b43ef5538f2e,client_19581e27de,78,22,16.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13453,content_b8a7d1626856,client_4e07408562,1631,13,22.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13454,content_4e6627b761ce,client_a88a7902cb,144,8,55.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
13455,content_0b50482209cd,client_bdd2d3af3a,10,8,5.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13456,content_257f801f1cd1,client_3fdba35f04,1839,104,43.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13457,content_388a50250e66,client_19581e27de,15036,104,8.2,0.17,0.0,page_one_decay_risk,title_meta_rewrite,0
13458,content_287466584c52,client_4e07408562,1668,14,20.9,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
13459,content_a398152fa8e5,client_4e07408562,1507,104,10.3,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
13460,content_2c860a2509ec,client_b4944c6ff0,3216,20,2.6,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13461,content_c03a6aa8f86d,client_19581e27de,4738,22,9.7,0.32,0.0,low_ctr_visible_page,title_meta_rewrite,0
13462,content_8415ffcc55e6,client_19581e27de,5821,20,8.0,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
13463,content_c6947f8d6577,client_3fdba35f04,310,104,4.7,0.65,0.0,page_one_decay_risk,monitor_performance,1
13464,content_097f5685e4cd,client_b4944c6ff0,3821,20,7.6,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
13465,content_34524f48e8ee,client_4ec9599fc2,6267,104,33.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13466,content_b8c890f8560b,client_349c41201b,62,20,12.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
13467,content_3cb81c72e3c4,client_4e07408562,13180,25,11.5,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
13468,content_12b56c38d67a,client_2c624232cd,120,22,68.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13469,content_fa60ce0995f1,client_19581e27de,2481,22,57.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13470,content_7e1f78c66a44,client_8527a891e2,1645,92,47.3,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,0
13471,content_b225757aa17b,client_a88a7902cb,30,8,6.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13472,content_cbfbf617a0d1,client_4e07408562,832,13,23.6,0.6,0.0,general_monitoring,monitor_performance,0
13473,content_5ca472e6d0bd,client_9400f1b21c,1857,20,7.6,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
13474,content_69881ed75d10,client_6208ef0f77,11339,104,19.8,0.58,0.0,general_monitoring,monitor_performance,0
13475,content_ecf8f85574df,client_6208ef0f77,1727,104,27.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13476,content_59c6906799be,client_19581e27de,1396,104,4.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13477,content_1cdba4d4e750,client_3fdba35f04,967,20,49.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13478,content_8379c02e9fad,client_4e07408562,1873,13,10.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13479,content_d4c3ca131398,client_19581e27de,145,20,31.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
13480,content_78e3e0e5e4c9,client_19581e27de,6370,104,2.3,0.91,0.0,page_one_decay_risk,monitor_performance,0
13481,content_47d6fa4dc8d5,client_19581e27de,4579,22,6.8,0.33,0.0,low_ctr_visible_page,title_meta_rewrite,0
13482,content_d830de5e9a78,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13483,content_76d3e817f1ec,client_8722616204,7,8,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
13484,content_90f354aa255e,client_f369cb89fc,141,20,6.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13485,content_530e806b3245,client_3fdba35f04,2132,104,33.4,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
13486,content_89aa1fd193c6,client_624b60c58c,13,8,5.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
13487,content_6c0f53f2f180,client_624b60c58c,19,104,12.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
13488,content_0952e187d26a,client_19581e27de,60603,104,3.6,0.23,0.0,page_one_decay_risk,title_meta_rewrite,0
13489,content_53178dd98a49,client_d029fa3a95,370,8,7.6,0.54,0.0,general_monitoring,monitor_performance,1
13490,content_29fd64fc82fd,client_7f2253d7e2,6878,20,6.7,0.55,0.0,general_monitoring,monitor_performance,1
13491,content_687d90efcc3f,client_7f2253d7e2,812,20,18.4,1.85,0.0,general_monitoring,monitor_performance,1
13492,content_ba914aa6e4a4,client_349c41201b,8345,20,3.4,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,0
13493,content_a6069e39cd70,client_d4735e3a26,2,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13494,content_f822688fb447,client_7f2253d7e2,955,20,13.8,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,1
13495,content_6e2f3780a39e,client_f369cb89fc,23,20,7.3,4.35,0.0,general_monitoring,monitor_performance,1
13496,content_a50052e8bdfc,client_19581e27de,2641,104,11.5,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
13497,content_4429cbb5f7e7,client_bbb965ab0c,377,20,66.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
13498,content_3297602de767,client_3fdba35f04,699,104,12.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13499,content_a595c79f93fa,client_8722616204,27,8,5.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13500,content_ee0b1a048219,client_e29c9c180c,3,20,48.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13501,content_b44afbe7df2f,client_2c624232cd,1893,11,18.3,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,0
13502,content_a13305e0bdaa,client_3fdba35f04,7710,104,13.3,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13503,content_f76ccf7a7834,client_19581e27de,646,22,9.5,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,1
13504,content_d77fca2f9b42,client_19581e27de,8468,104,5.5,0.25,0.0,page_one_decay_risk,title_meta_rewrite,1
13505,content_6109e35fbc01,client_19581e27de,56758,104,4.6,0.71,0.0,page_one_decay_risk,monitor_performance,0
13506,content_7bcf960f3272,client_d4735e3a26,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13507,content_902ae885c247,client_19581e27de,2022,22,9.3,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13508,content_027c62dc52d4,client_3fdba35f04,1025,104,12.5,0.29,0.0,low_ctr_visible_page,title_meta_rewrite,1
13509,content_9b3e03c5de70,client_a88a7902cb,2726,20,32.7,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
13510,content_51a87e64469f,client_6208ef0f77,931,104,11.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13511,content_04440114129c,client_bbb965ab0c,9628,15,16.8,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,1
13512,content_b4c32d455118,client_d4735e3a26,3,20,4.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13513,content_8c75fa78ed3b,client_6208ef0f77,1684,104,11.0,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,1
13514,content_a9db78eea608,client_d4735e3a26,2,20,2.0,50.0,0.0,general_monitoring,monitor_performance,0
13515,content_82e912a902dd,client_19581e27de,477,20,16.8,0.42,0.0,general_monitoring,title_meta_rewrite,0
13516,content_6ff53d928618,client_8527a891e2,203,104,26.4,0.49,0.0,general_monitoring,title_meta_rewrite,0
13517,content_3a7c3056fb9b,client_6208ef0f77,2261,104,3.5,0.04,0.0,page_one_decay_risk,title_meta_rewrite,1
13518,content_b05f622e6d16,client_a88a7902cb,913,20,9.3,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,0
13519,content_138fb94b1faa,client_d029fa3a95,39,8,4.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13520,content_c2c6d0cacf16,client_19581e27de,597,104,2.7,0.17,0.0,page_one_decay_risk,title_meta_rewrite,0
13521,content_1b2c82f7a58b,client_19581e27de,738,104,47.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13522,content_1b803817b1c0,client_3fdba35f04,9380,26,8.7,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13523,content_36f54644861c,client_19581e27de,4503,20,8.0,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,1
13524,content_cd36fc9f75ce,client_19581e27de,82272,104,4.2,0.57,0.0,page_one_decay_risk,monitor_performance,0
13525,content_8c9e97ab0a46,client_19581e27de,245,104,4.6,0.41,0.0,page_one_decay_risk,title_meta_rewrite,1
